n_all,n_strata,RR_star_lower,RR_star_upper,response,n_triads_per_stratum,haplo_freq_most_common_allele_stratum_1,alpha,rr,RR_stratum_1,RR_stratum_2,RR_stratum_3,haplo_freq_most_common_allele_stratum_2,haplo_freq_most_common_allele_stratum_3,RR.power_Haplotype_2
2,3,1,1,mult,100,0.75,5e-8,2.5,2.5,1,0.4,0.75,0.75,0.34
2,3,1,1,mult,100,0.8,5e-8,2.5,2.5,1,0.4,0.8,0.8,0.21
2,3,1,1,mult,100,0.85,5e-8,2.5,2.5,1,0.4,0.85,0.85,0.09
2,3,1,1,mult,100,0.9,5e-8,2.5,2.5,1,0.4,0.9,0.9,0.02
2,3,1,1,mult,100,0.95,5e-8,2.5,2.5,1,0.4,0.95,0.95,0
2,3,1,1,mult,100,0.6,5e-10,2.5,2.5,1,0.4,0.6,0.6,0.33
2,3,1,1,mult,100,0.65,5e-10,2.5,2.5,1,0.4,0.65,0.65,0.27
2,3,1,1,mult,100,0.7,5e-10,2.5,2.5,1,0.4,0.7,0.7,0.2
2,3,1,1,mult,100,0.75,5e-10,2.5,2.5,1,0.4,0.75,0.75,0.12
2,3,1,1,mult,100,0.8,5e-10,2.5,2.5,1,0.4,0.8,0.8,0.06
2,3,1,1,mult,100,0.85,5e-10,2.5,2.5,1,0.4,0.85,0.85,0.02
2,3,1,1,mult,100,0.9,5e-10,2.5,2.5,1,0.4,0.9,0.9,0
2,3,1,1,mult,100,0.95,5e-10,2.5,2.5,1,0.4,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,2.8,2.8,1,0.35714285714285715,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,2.8,2.8,1,0.35714285714285715,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,2.8,2.8,1,0.35714285714285715,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,2.8,2.8,1,0.35714285714285715,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,2.8,2.8,1,0.35714285714285715,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.99
2,3,1,1,mult,100,0.9,0.05,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.96
2,3,1,1,mult,100,0.95,0.05,2.8,2.8,1,0.35714285714285715,0.95,0.95,0.75
2,3,1,1,mult,100,0.6,5e-5,2.8,2.8,1,0.35714285714285715,0.6,0.6,0.99
2,3,1,1,mult,100,0.65,5e-5,2.8,2.8,1,0.35714285714285715,0.65,0.65,0.98
2,3,1,1,mult,100,0.7,5e-5,2.8,2.8,1,0.35714285714285715,0.7,0.7,0.97
2,3,1,1,mult,100,0.75,5e-5,2.8,2.8,1,0.35714285714285715,0.75,0.75,0.94
2,3,1,1,mult,100,0.8,5e-5,2.8,2.8,1,0.35714285714285715,0.8,0.8,0.86
2,3,1,1,mult,100,0.85,5e-5,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.69
2,3,1,1,mult,100,0.9,5e-5,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.39
2,3,1,1,mult,100,0.95,5e-5,2.8,2.8,1,0.35714285714285715,0.95,0.95,0.08
2,3,1,1,mult,100,0.6,5e-6,2.8,2.8,1,0.35714285714285715,0.6,0.6,0.96
2,3,1,1,mult,100,0.65,5e-6,2.8,2.8,1,0.35714285714285715,0.65,0.65,0.95
2,3,1,1,mult,100,0.7,5e-6,2.8,2.8,1,0.35714285714285715,0.7,0.7,0.92
2,3,1,1,mult,100,0.75,5e-6,2.8,2.8,1,0.35714285714285715,0.75,0.75,0.85
2,3,1,1,mult,100,0.8,5e-6,2.8,2.8,1,0.35714285714285715,0.8,0.8,0.72
2,3,1,1,mult,100,0.85,5e-6,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.5
2,3,1,1,mult,100,0.9,5e-6,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.22
2,3,1,1,mult,100,0.95,5e-6,2.8,2.8,1,0.35714285714285715,0.95,0.95,0.03
2,3,1,1,mult,100,0.6,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.6,0.6,0.91
2,3,1,1,mult,100,0.65,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.65,0.65,0.88
2,3,1,1,mult,100,0.7,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.7,0.7,0.82
2,3,1,1,mult,100,0.75,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.75,0.75,0.72
2,3,1,1,mult,100,0.8,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.8,0.8,0.55
2,3,1,1,mult,100,0.85,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.32
2,3,1,1,mult,100,0.9,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.11
2,3,1,1,mult,100,0.95,5.000000000000001e-7,2.8,2.8,1,0.35714285714285715,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,5e-8,2.8,2.8,1,0.35714285714285715,0.6,0.6,0.83
2,3,1,1,mult,100,0.65,5e-8,2.8,2.8,1,0.35714285714285715,0.65,0.65,0.78
2,3,1,1,mult,100,0.7,5e-8,2.8,2.8,1,0.35714285714285715,0.7,0.7,0.7
2,3,1,1,mult,100,0.75,5e-8,2.8,2.8,1,0.35714285714285715,0.75,0.75,0.56
2,3,1,1,mult,100,0.8,5e-8,2.8,2.8,1,0.35714285714285715,0.8,0.8,0.39
2,3,1,1,mult,100,0.85,5e-8,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.19
2,3,1,1,mult,100,0.9,5e-8,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.05
2,3,1,1,mult,100,0.95,5e-8,2.8,2.8,1,0.35714285714285715,0.95,0.95,0
2,3,1,1,mult,100,0.6,5e-10,2.8,2.8,1,0.35714285714285715,0.6,0.6,0.58
2,3,1,1,mult,100,0.65,5e-10,2.8,2.8,1,0.35714285714285715,0.65,0.65,0.51
2,3,1,1,mult,100,0.7,5e-10,2.8,2.8,1,0.35714285714285715,0.7,0.7,0.4
2,3,1,1,mult,100,0.75,5e-10,2.8,2.8,1,0.35714285714285715,0.75,0.75,0.28
2,3,1,1,mult,100,0.8,5e-10,2.8,2.8,1,0.35714285714285715,0.8,0.8,0.15
2,3,1,1,mult,100,0.85,5e-10,2.8,2.8,1,0.35714285714285715,0.85,0.85,0.05
2,3,1,1,mult,100,0.9,5e-10,2.8,2.8,1,0.35714285714285715,0.9,0.9,0.01
2,3,1,1,mult,100,0.95,5e-10,2.8,2.8,1,0.35714285714285715,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,3.1,3.1,1,0.3225806451612903,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,3.1,3.1,1,0.3225806451612903,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,3.1,3.1,1,0.3225806451612903,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,3.1,3.1,1,0.3225806451612903,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,3.1,3.1,1,0.3225806451612903,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,3.1,3.1,1,0.3225806451612903,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.98
2,3,1,1,mult,100,0.95,0.05,3.1,3.1,1,0.3225806451612903,0.95,0.95,0.82
2,3,1,1,mult,100,0.6,5e-5,3.1,3.1,1,0.3225806451612903,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,3.1,3.1,1,0.3225806451612903,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,3.1,3.1,1,0.3225806451612903,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5e-5,3.1,3.1,1,0.3225806451612903,0.75,0.75,0.98
2,3,1,1,mult,100,0.8,5e-5,3.1,3.1,1,0.3225806451612903,0.8,0.8,0.94
2,3,1,1,mult,100,0.85,5e-5,3.1,3.1,1,0.3225806451612903,0.85,0.85,0.81
2,3,1,1,mult,100,0.9,5e-5,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.52
2,3,1,1,mult,100,0.95,5e-5,3.1,3.1,1,0.3225806451612903,0.95,0.95,0.13
2,3,1,1,mult,100,0.6,5e-6,3.1,3.1,1,0.3225806451612903,0.6,0.6,0.99
2,3,1,1,mult,100,0.65,5e-6,3.1,3.1,1,0.3225806451612903,0.65,0.65,0.98
2,3,1,1,mult,100,0.7,5e-6,3.1,3.1,1,0.3225806451612903,0.7,0.7,0.97
2,3,1,1,mult,100,0.75,5e-6,3.1,3.1,1,0.3225806451612903,0.75,0.75,0.93
2,3,1,1,mult,100,0.8,5e-6,3.1,3.1,1,0.3225806451612903,0.8,0.8,0.85
2,3,1,1,mult,100,0.85,5e-6,3.1,3.1,1,0.3225806451612903,0.85,0.85,0.65
2,3,1,1,mult,100,0.9,5e-6,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.33
2,3,1,1,mult,100,0.95,5e-6,3.1,3.1,1,0.3225806451612903,0.95,0.95,0.05
2,3,1,1,mult,100,0.6,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.6,0.6,0.97
2,3,1,1,mult,100,0.65,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.65,0.65,0.96
2,3,1,1,mult,100,0.7,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.7,0.7,0.93
2,3,1,1,mult,100,0.75,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.75,0.75,0.86
2,3,1,1,mult,100,0.8,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.8,0.8,0.72
2,3,1,1,mult,100,0.85,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.85,0.85,0.48
2,3,1,1,mult,100,0.9,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.18
2,3,1,1,mult,100,0.95,5.000000000000001e-7,3.1,3.1,1,0.3225806451612903,0.95,0.95,0.02
2,3,1,1,mult,100,0.6,5e-8,3.1,3.1,1,0.3225806451612903,0.6,0.6,0.93
2,3,1,1,mult,100,0.65,5e-8,3.1,3.1,1,0.3225806451612903,0.65,0.65,0.9
2,3,1,1,mult,100,0.7,5e-8,3.1,3.1,1,0.3225806451612903,0.7,0.7,0.85
2,3,1,1,mult,100,0.75,5e-8,3.1,3.1,1,0.3225806451612903,0.75,0.75,0.74
2,3,1,1,mult,100,0.8,5e-8,3.1,3.1,1,0.3225806451612903,0.8,0.8,0.56
2,3,1,1,mult,100,0.85,5e-8,3.1,3.1,1,0.3225806451612903,0.85,0.85,0.32
2,3,1,1,mult,100,0.9,5e-8,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.09
2,3,1,1,mult,100,0.95,5e-8,3.1,3.1,1,0.3225806451612903,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,5e-10,3.1,3.1,1,0.3225806451612903,0.6,0.6,0.77
2,3,1,1,mult,100,0.65,5e-10,3.1,3.1,1,0.3225806451612903,0.65,0.65,0.71
2,3,1,1,mult,100,0.7,5e-10,3.1,3.1,1,0.3225806451612903,0.7,0.7,0.61
2,3,1,1,mult,100,0.75,5e-10,3.1,3.1,1,0.3225806451612903,0.75,0.75,0.46
2,3,1,1,mult,100,0.8,5e-10,3.1,3.1,1,0.3225806451612903,0.8,0.8,0.28
2,3,1,1,mult,100,0.85,5e-10,3.1,3.1,1,0.3225806451612903,0.85,0.85,0.11
2,3,1,1,mult,100,0.9,5e-10,3.1,3.1,1,0.3225806451612903,0.9,0.9,0.02
2,3,1,1,mult,100,0.95,5e-10,3.1,3.1,1,0.3225806451612903,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,3.4,3.4,1,0.29411764705882354,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,3.4,3.4,1,0.29411764705882354,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,3.4,3.4,1,0.29411764705882354,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,3.4,3.4,1,0.29411764705882354,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,3.4,3.4,1,0.29411764705882354,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,3.4,3.4,1,0.29411764705882354,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.99
2,3,1,1,mult,100,0.95,0.05,3.4,3.4,1,0.29411764705882354,0.95,0.95,0.87
2,3,1,1,mult,100,0.6,5e-5,3.4,3.4,1,0.29411764705882354,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,3.4,3.4,1,0.29411764705882354,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,3.4,3.4,1,0.29411764705882354,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,3.4,3.4,1,0.29411764705882354,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5e-5,3.4,3.4,1,0.29411764705882354,0.8,0.8,0.97
2,3,1,1,mult,100,0.85,5e-5,3.4,3.4,1,0.29411764705882354,0.85,0.85,0.89
2,3,1,1,mult,100,0.9,5e-5,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.63
2,3,1,1,mult,100,0.95,5e-5,3.4,3.4,1,0.29411764705882354,0.95,0.95,0.18
2,3,1,1,mult,100,0.6,5e-6,3.4,3.4,1,0.29411764705882354,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,3.4,3.4,1,0.29411764705882354,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,3.4,3.4,1,0.29411764705882354,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5e-6,3.4,3.4,1,0.29411764705882354,0.75,0.75,0.97
2,3,1,1,mult,100,0.8,5e-6,3.4,3.4,1,0.29411764705882354,0.8,0.8,0.92
2,3,1,1,mult,100,0.85,5e-6,3.4,3.4,1,0.29411764705882354,0.85,0.85,0.77
2,3,1,1,mult,100,0.9,5e-6,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.44
2,3,1,1,mult,100,0.95,5e-6,3.4,3.4,1,0.29411764705882354,0.95,0.95,0.08
2,3,1,1,mult,100,0.6,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.6,0.6,0.99
2,3,1,1,mult,100,0.65,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.65,0.65,0.99
2,3,1,1,mult,100,0.7,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.7,0.7,0.97
2,3,1,1,mult,100,0.75,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.75,0.75,0.93
2,3,1,1,mult,100,0.8,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.8,0.8,0.83
2,3,1,1,mult,100,0.85,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.85,0.85,0.61
2,3,1,1,mult,100,0.9,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.27
2,3,1,1,mult,100,0.95,5.000000000000001e-7,3.4,3.4,1,0.29411764705882354,0.95,0.95,0.03
2,3,1,1,mult,100,0.6,5e-8,3.4,3.4,1,0.29411764705882354,0.6,0.6,0.98
2,3,1,1,mult,100,0.65,5e-8,3.4,3.4,1,0.29411764705882354,0.65,0.65,0.96
2,3,1,1,mult,100,0.7,5e-8,3.4,3.4,1,0.29411764705882354,0.7,0.7,0.93
2,3,1,1,mult,100,0.75,5e-8,3.4,3.4,1,0.29411764705882354,0.75,0.75,0.86
2,3,1,1,mult,100,0.8,5e-8,3.4,3.4,1,0.29411764705882354,0.8,0.8,0.71
2,3,1,1,mult,100,0.85,5e-8,3.4,3.4,1,0.29411764705882354,0.85,0.85,0.45
2,3,1,1,mult,100,0.9,5e-8,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.15
2,3,1,1,mult,100,0.95,5e-8,3.4,3.4,1,0.29411764705882354,0.95,0.95,0.01
2,3,1,1,mult,100,0.6,5e-10,3.4,3.4,1,0.29411764705882354,0.6,0.6,0.89
2,3,1,1,mult,100,0.65,5e-10,3.4,3.4,1,0.29411764705882354,0.65,0.65,0.85
2,3,1,1,mult,100,0.7,5e-10,3.4,3.4,1,0.29411764705882354,0.7,0.7,0.76
2,3,1,1,mult,100,0.75,5e-10,3.4,3.4,1,0.29411764705882354,0.75,0.75,0.63
2,3,1,1,mult,100,0.8,5e-10,3.4,3.4,1,0.29411764705882354,0.8,0.8,0.42
2,3,1,1,mult,100,0.85,5e-10,3.4,3.4,1,0.29411764705882354,0.85,0.85,0.19
2,3,1,1,mult,100,0.9,5e-10,3.4,3.4,1,0.29411764705882354,0.9,0.9,0.04
2,3,1,1,mult,100,0.95,5e-10,3.4,3.4,1,0.29411764705882354,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0.9
2,3,1,1,mult,100,0.6,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,0.94
2,3,1,1,mult,100,0.9,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,0.72
2,3,1,1,mult,100,0.95,5e-5,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0.23
2,3,1,1,mult,100,0.6,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,0.96
2,3,1,1,mult,100,0.85,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,0.85
2,3,1,1,mult,100,0.9,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,0.54
2,3,1,1,mult,100,0.95,5e-6,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0.11
2,3,1,1,mult,100,0.6,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,0.99
2,3,1,1,mult,100,0.75,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,0.97
2,3,1,1,mult,100,0.8,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,0.9
2,3,1,1,mult,100,0.85,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,0.72
2,3,1,1,mult,100,0.9,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,0.36
2,3,1,1,mult,100,0.95,5.000000000000001e-7,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0.04
2,3,1,1,mult,100,0.6,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,0.99
2,3,1,1,mult,100,0.65,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,0.99
2,3,1,1,mult,100,0.7,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,0.97
2,3,1,1,mult,100,0.75,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,0.92
2,3,1,1,mult,100,0.8,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,0.81
2,3,1,1,mult,100,0.85,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,0.57
2,3,1,1,mult,100,0.9,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,0.22
2,3,1,1,mult,100,0.95,5e-8,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0.02
2,3,1,1,mult,100,0.6,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.6,0.6,0.95
2,3,1,1,mult,100,0.65,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.65,0.65,0.92
2,3,1,1,mult,100,0.7,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.7,0.7,0.87
2,3,1,1,mult,100,0.75,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.75,0.75,0.75
2,3,1,1,mult,100,0.8,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.8,0.8,0.55
2,3,1,1,mult,100,0.85,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.85,0.85,0.28
2,3,1,1,mult,100,0.9,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.9,0.9,0.06
2,3,1,1,mult,100,0.95,5e-10,3.6999999999999997,3.6999999999999997,1,0.2702702702702703,0.95,0.95,0
2,3,1,1,mult,100,0.6,0.05,4,4,1,0.25,0.6,0.6,1
2,3,1,1,mult,100,0.65,0.05,4,4,1,0.25,0.65,0.65,1
2,3,1,1,mult,100,0.7,0.05,4,4,1,0.25,0.7,0.7,1
2,3,1,1,mult,100,0.75,0.05,4,4,1,0.25,0.75,0.75,1
2,3,1,1,mult,100,0.8,0.05,4,4,1,0.25,0.8,0.8,1
2,3,1,1,mult,100,0.85,0.05,4,4,1,0.25,0.85,0.85,1
2,3,1,1,mult,100,0.9,0.05,4,4,1,0.25,0.9,0.9,1
2,3,1,1,mult,100,0.95,0.05,4,4,1,0.25,0.95,0.95,0.93
2,3,1,1,mult,100,0.6,5e-5,4,4,1,0.25,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-5,4,4,1,0.25,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-5,4,4,1,0.25,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-5,4,4,1,0.25,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-5,4,4,1,0.25,0.8,0.8,0.99
2,3,1,1,mult,100,0.85,5e-5,4,4,1,0.25,0.85,0.85,0.96
2,3,1,1,mult,100,0.9,5e-5,4,4,1,0.25,0.9,0.9,0.79
2,3,1,1,mult,100,0.95,5e-5,4,4,1,0.25,0.95,0.95,0.28
2,3,1,1,mult,100,0.6,5e-6,4,4,1,0.25,0.6,0.6,1
2,3,1,1,mult,100,0.65,5e-6,4,4,1,0.25,0.65,0.65,1
2,3,1,1,mult,100,0.7,5e-6,4,4,1,0.25,0.7,0.7,1
2,3,1,1,mult,100,0.75,5e-6,4,4,1,0.25,0.75,0.75,1
2,3,1,1,mult,100,0.8,5e-6,4,4,1,0.25,0.8,0.8,0.98
2,3,1,1,mult,100,0.85,5e-6,4,4,1,0.25,0.85,0.85,0.9
2,3,1,1,mult,100,0.9,5e-6,4,4,1,0.25,0.9,0.9,0.63
2,3,1,1,mult,100,0.95,5e-6,4,4,1,0.25,0.95,0.95,0.14
2,3,1,1,mult,100,0.6,5.000000000000001e-7,4,4,1,0.25,0.6,0.6,1
2,3,1,1,mult,100,0.65,5.000000000000001e-7,4,4,1,0.25,0.65,0.65,1
2,3,1,1,mult,100,0.7,5.000000000000001e-7,4,4,1,0.25,0.7,0.7,1
2,3,1,1,mult,100,0.75,5.000000000000001e-7,4,4,1,0.25,0.75,0.75,0.99
2,3,1,1,mult,100,0.8,5.000000000000001e-7,4,4,1,0.25,0.8,0.8,0.95
2,3,1,1,mult,100,0.85,5.000000000000001e-7,4,4,1,0.25,0.85,0.85,0.8
2,3,1,1,mult,100,0.9,5.000000000000001e-7,4,4,1,0.25,0.9,0.9,0.45
2,3,1,1,mult,100,0.95,5.000000000000001e-7,4,4,1,0.25,0.95,0.95,0.06
2,3,1,1,mult,100,0.6,5e-8,4,4,1,0.25,0.6,0.6,1
